"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","FMTM","FMTM_ATTRIBUTES","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT13","WT13_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT21","WT21_ATTRIBUTES"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-04","5.59",",,W"," 0955",",,X"," 1457",",,W","0.00",",,0,2400",,,,,,,"64",",,0","52",",,0","  100",",,X","  260",",,X","0.0",",,0","13.0",",,X","15.0",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-05","4.70",",,W"," 1842",",,X"," 1842",",,W","0.28",",,0,2400",,,,,,,"68",",,0","51",",,0","  260",",,X","  260",",,X","0.0",",,0","23.9",",,X","29.1",",,X","    1",",,W",,,,,"    1",",,0","    1",",,0","    1",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-06","4.47",",,W"," 1520",",,X"," 1519",",,W","0.03",",,0,2400",,,,,,,"64",",,0","52",",,0","  280",",,X","  290",",,X","0.0",",,0","14.1",",,X","17.9",",,X","    1",",,W",,,,,"    1",",,0",,,,,"    1",",,0",,,,,"    1",",,X","    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-07","4.47",",,W"," 1444",",,X"," 1502",",,W","0.00",",,0,2400",,,,,,,"74",",,0","48",",,0","  280",",,X","  270",",,X","0.0",",,0","15.0",",,X","16.1",",,X","    1",",,W","    1",",,X",,,,,,,,,"    1",",,0","    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-08","4.47",",,W"," 1700",",,X"," 1335",",,W","0.00",",,0,2400",,,,,,,"69",",,0","48",",,0","  270",",,X","  280",",,X","0.0",",,0","13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-09","3.58",",,W"," 1647",",,X"," 1544",",,W","0.00",",,0,2400",,,,,,,"65",",,0","50",",,0","  290",",,X","  250",",,X","0.0",",,0","13.0",",,X","17.9",",,X","    1",",,W",,,,,,,"    1",",,0","    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-10","5.14",",,W"," 1751",",,X"," 1756",",,W","0.00",",,0,2400",,,,,,,"68",",,0","52",",,0","  260",",,X","  260",",,X","0.0",",,0","15.0",",,X","16.1",",,X","    1",",,X","    1",",,X",,,,,,,,,"    1",",,0","    1",",,X",,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-11","5.37",",,W"," 1255",",,X"," 1256",",,W","0.00",",,0,2400",,,,,,,"72",",,0","54",",,0","  200",",,X","  200",",,X","0.0",",,0","12.1",",,X","12.1",",,X","    1",",,X","    1",",,W",,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-12","5.14",",,W"," 0855",",,X"," 0856",",,W","0.00",",,0,2400",,,,,,,"83",",,0","67",",,0","   60",",,X","   60",",,X","0.0",",,0","8.9",",,X","8.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-13","5.82",",,W"," 1220",",,X"," 1304",",,W","0.00",",,0,2400",,,,,,,"78",",,0","53",",,0","  270",",,X","  280",",,X","0.0",",,0","14.1",",,X","17.0",",,X","    1",",,X","    1",",,X",,,,,,,,,"    1",",,0","    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-14","3.58",",,W"," 1523",",,X"," 2214",",,W","0.00",",,0,2400",,,,,,,"59",",,0","53",",,0","  270",",,X","  160",",,X","0.0",",,0","10.1",",,X","15.0",",,X","    1",",,W","    1",",,X",,,,,"    1",",,0","    1",",,X","    1",",,0","    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-15","6.04",",,W"," 1508",",,X",,,"0.00","T,,0,2400",,,,,,,"60",",,0","55",",,0","  100",",,Z",,,"0.0",",,0","8.9",",,Z",,,"    1",",,W",,,,,"    1",",,0","    1",",,0","    1",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-16","5.82",",,W"," 1437",",,X"," 1314",",,W","0.01",",,0,2400",,,,,,,"61",",,0","54",",,0","  250",",,X","  220",",,X","0.0",",,0","14.1",",,X","17.9",",,X",,,,,,,"    1",",,0",,,"    1",",,W",,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-17","9.84",",,W"," 0947",",,X"," 0946",",,W","0.48",",,0,2400",,,,,,,"58",",,0","53",",,0","  100",",,X","  100",",,X","0.0",",,0","19.9",",,X","23.0",",,X","    1",",,W",,,,,"    1",",,0",,,"    1",",,W",,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-18","6.71",",,W"," 2327",",,X"," 2321",",,W","1.40",",,0,2400",,,,,,,"62",",,0","57",",,0","   80",",,X","   60",",,X","0.0",",,0","15.0",",,X","23.0",",,X","    1",",,X",,,,,"    1",",,0",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-19","11.41",",,W"," 1520",",,X"," 1531",",,W","2.23",",,0,2400",,,,,,,"63",",,0","57",",,0","  240",",,X","  240",",,X","0.0",",,0","25.1",",,X","33.1",",,X","    1",",,X",,,,,"    1",",,0",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-20","7.61",",,W"," 1618",",,X"," 1617",",,W","1.17",",,0,2400",,,,,,,"62",",,0","55",",,0","  200",",,X","  210",",,X","0.0",",,0","19.9",",,X","28.0",",,X","    1",",,X",,,,,"    1",",,0",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-21","6.26",",,W"," 1743",",,X"," 2309",",,W","0.72",",,0,2400",,,,,,,"58",",,0","53",",,0","  100",",,X","   40",",,Z","0.0",",,0","15.0",",,X","21.0",",,Z","    1",",,W",,,,,"    1",",,0",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-22","7.83",",,W"," 1020",",,X"," 0026",",,W","1.36",",,0,2400",,,,,,,"62",",,0","54",",,0","  280",",,Z","  280",",,Z","0.0",",,0","19.9",",,Z","25.1",",,Z","    1",",,W",,,,,"    1",",,0",,,"    1",",,W",,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-23","5.14",",,W"," 1632",",,X"," 1303",",,W","0.00",",,0,2400",,,,,,,"63",",,0","52",",,0","  270",",,X","  200",",,X","0.0",",,0","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-24","5.59",",,W"," 1702",",,X"," 1629",",,W","0.00",",,0,2400",,,,,,,"66",",,0","49",",,0","  270",",,X","  270",",,X","0.0",",,0","15.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-25","4.92",",,W"," 1416",",,X"," 1503",",,W","0.49",",,0,2400",,,,,,,"61",",,0","47",",,0","  210",",,X","  150",",,X","0.0",",,0","13.0",",,X","21.0",",,X","    1",",,W",,,,,"    1",",,0","    1",",,0","    1",",,X",,,"    1",",,X",,,"    1",",,X","    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-26","8.72",",,W"," 1412",",,X"," 1411",",,W","0.06",",,0,2400",,,,,,,"66",",,0","51",",,0","  270",",,X","  270",",,X","0.0",",,0","25.9",",,X","30.0",",,X","    1",",,W",,,,,"    1",",,0",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-27","2.91",",,W"," 1433",",,X"," 1429",",,W","0.00",",,0,2400",,,,,,,"64",",,0","45",",,0","  250",",,X","  240",",,X","0.0",",,0","12.1",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-28","4.03",",,W"," 1528",",,X"," 1547",",,W","0.00",",,0,2400",,,,,,,"66",",,0","47",",,0","  280",",,X","  280",",,X","0.0",",,0","13.0",",,X","16.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-29","9.17",",,W"," 1554",",,X"," 1553",",,W","0.60",",,0,2400",,,,,,,"58",",,0","50",",,0","  270",",,X","  270",",,X","0.0",",,0","30.0",",,X","36.9",",,X","    1",",,W",,,,,"    1",",,0",,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-30","10.07",",,W"," 0905",",,X"," 0222",",,W","0.00",",,0,2400",,,,,,,"56",",,0","47",",,0","  330",",,X","  320",",,X","0.0",",,0","21.9",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2010-12-31","4.92",",,W"," 1548",",,X"," 0046",",,W","0.00",",,0,2400",,,,,,,"57",",,0","39",",,0","  270",",,X","  330",",,X","0.0",",,0","13.0",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-01","4.92",",,W"," 0035",",,X",,,"0.00",",,X,2400",,,,,,,"60",",,X","44",",,X","   30",",,X",,,,,"12.1",",,X",,,,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-02","7.61",",,W"," 1705",",,X"," 1636",",,W","0.59",",,X,2400",,,,,,,"52",",,X","46",",,X","   70",",,X","   30",",,X",,,"19.9",",,X","31.1",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-03","8.50",",,W"," 1345",",,X"," 0045",",,W","0.06",",,X,2400",,,,,,,"59",",,X","45",",,X","   50",",,X","   10",",,X",,,"15.0",",,X","32.0",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-04","7.38",",,W"," 1624",",,X"," 0046",",,W","0.00",",,X,2400",,,,,,,"66",",,X","45",",,X","  280",",,X","   10",",,X",,,"14.1",",,X","25.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-05","7.38",",,W"," 2240",",,X"," 2239",",,W","0.00",",,X,2400",,,,,,,"68",",,X","45",",,X","  360",",,X","  340",",,X",,,"12.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-06","6.04",",,W"," 0142",",,X"," 0215",",,W","0.00","T,,X,2400",,,,,,,"69",",,X","52",",,X","   10",",,X","  330",",,X",,,"16.1",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-07","4.03",",,W"," 1654",",,X"," 1617",",,W","0.00","T,,X,2400",,,,,,,"61",",,X","50",",,X","  260",",,X","  270",",,X",,,"12.1",",,X","14.1",",,X","    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-08","5.37",",,W"," 1226",",,X"," 1620",",,W","0.00",",,X,2400",,,,,,,"58",",,X","50",",,X","  260",",,X","  280",",,X",,,"13.0",",,X","15.0",",,X","    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-09","4.92",",,W"," 1832",",,X"," 2243",",,W","0.00",",,X,2400",,,,,,,"56",",,X","50",",,X","  270",",,X","  320",",,X",,,"10.1",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-10","4.92",",,W"," 2142",",,X"," 1616",",,W","0.00",",,X,2400",,,,,,,"64",",,X","45",",,X","   30",",,X","  280",",,X",,,"12.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-11","7.61",",,W"," 1005",",,X",,,"0.00","T,,X,2400",,,,,,,"66",",,X","50",",,X","   50",",,X",,,,,"13.0",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-12","4.92",",,W"," 1332",",,X"," 1346",",,W","0.00",",,X,2400",,,,,,,"72",",,X","50",",,X","  270",",,X","  270",",,X",,,"17.0",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-13","4.92",",,W"," 1145",",,X"," 1227",",,W","0.00",",,X,2400",,,,,,,"72",",,X","51",",,X","  260",",,X","  280",",,X",,,"15.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-14","3.80",",,W"," 1405",",,X"," 1400",",,W","0.00",",,X,2400",,,,,,,"79",",,X","52",",,X","  280",",,X","  280",",,X",,,"13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-15","3.58",",,W"," 1446",",,X"," 1439",",,W","0.00",",,X,2400",,,,,,,"81",",,X","51",",,X","  290",",,X","  290",",,X",,,"15.0",",,X","19.9",",,X",,,,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-16","2.68",",,W"," 1211",",,X"," 1523",",,W","0.00",",,X,2400",,,,,,,"77",",,X","53",",,X","  260",",,X","  280",",,X",,,"12.1",",,X","13.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-17","3.13",",,W"," 1339",",,X"," 1239",",,W","0.00",",,X,2400",,,,,,,"78",",,X","55",",,X","  270",",,X","  280",",,X",,,"12.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-18","4.03",",,W"," 1322",",,X"," 1436",",,W","0.00",",,X,2400",,,,,,,"80",",,X","56",",,X","  280",",,X","  280",",,X",,,"13.0",",,X","14.1",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-19","4.47",",,W"," 1246",",,X"," 1758",",,W","0.00",",,X,2400",,,,,,,"65",",,X","55",",,X","  250",",,X","  160",",,X",,,"13.0",",,X","15.0",",,X","    1",",,X","    1",",,X",,,,,,,"    1",",,W",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-20","2.68",",,W"," 1104",",,X"," 1520",",,W","0.00",",,X,2400",,,,,,,"77",",,X","51",",,X","  140",",,X","  300",",,X",,,"12.1",",,X","17.0",",,X","    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-21","4.70",",,W"," 1445",",,X"," 1333",",,W","0.00",",,X,2400",,,,,,,"75",",,X","51",",,X","  270",",,X","  290",",,X",,,"13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-22","4.25",",,W"," 1538",",,X"," 0955",",,W","0.00",",,X,2400",,,,,,,"69",",,X","50",",,X","  260",",,X","  150",",,X",,,"12.1",",,X","17.0",",,X","    1",",,W","    1",",,X",,,,,,,,,,,,,,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-23","4.47",",,W"," 1635",",,X"," 1517",",,W","0.00",",,X,2400",,,,,,,"75",",,X","47",",,X","  280",",,X","  290",",,X",,,"15.0",",,X","21.0",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-24","4.25",",,W"," 1535",",,X"," 1326",",,W","0.00",",,X,2400",,,,,,,"73",",,X","50",",,X","  270",",,X","  290",",,X",,,"13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-25","3.58",",,W"," 1459",",,X"," 1447",",,W","0.00",",,X,2400",,,,,,,"72",",,X","49",",,X","  270",",,X","  280",",,X",,,"12.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-26","3.80",",,W"," 1442",",,X"," 1631",",,W","0.00",",,X,2400",,,,,,,"76",",,X","48",",,X","  240",",,X","  290",",,X",,,"10.1",",,X","14.1",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-27","4.47",",,W"," 1247",",,X"," 1152",",,W","0.00",",,X,2400",,,,,,,"74",",,X","50",",,X","  270",",,X","  230",",,X",,,"13.0",",,X","17.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-28","4.92",",,W"," 1256",",,X"," 1251",",,W","0.00",",,X,2400",,,,,,,"72",",,X","50",",,X","  260",",,X","  270",",,X",,,"13.0",",,X","16.1",",,X","    1",",,W","    1",",,X",,,,,,,,,,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-29","4.47",",,W"," 1651",",,X"," 1354",",,W","0.00",",,X,2400",,,,,,,"62",",,X","47",",,X","  250",",,X","  250",",,X",,,"14.1",",,X","17.0",",,X","    1",",,W","    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-30","7.61",",,W"," 1839",",,X"," 1839",",,W","0.16",",,X,2400",,,,,,,"59",",,X","53",",,X","  280",",,X","  280",",,X",,,"23.9",",,X","28.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,"    1",",,X",,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-01-31","3.58",",,W"," 1301",",,X",,,"0.00",",,X,2400",,,,,,,"64",",,X","47",",,X","  240",",,X",,,,,"10.1",",,Z",,,"    1",",,W",,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-01","5.82",",,W"," 1658",",,X"," 1912",",,W","0.00",",,X,2400",,,,,,,"61",",,X","49",",,X","  280",",,X","  290",",,X",,,"12.1",",,X","15.0",",,X","    1",",,W",,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-02","5.82",",,W"," 1447",",,X"," 1356",",,W","0.00",",,X,2400",,,,,,,"62",",,X","45",",,X","  200",",,X","  200",",,X",,,"15.0",",,X","21.9",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-03","5.82",",,W"," 1642",",,X"," 1641",",,W","0.00",",,X,2400",,,,,,,"61",",,X","41",",,X","  270",",,X","  270",",,X",,,"16.1",",,X","21.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-04","5.37",",,W"," 1412",",,X"," 1440",",,W","0.00",",,X,2400",,,,,,,"63",",,X","44",",,X","  260",",,X","  240",",,X",,,"14.1",",,X","17.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-05","3.36",",,W"," 1441",",,X"," 1440",",,W","0.00",",,X,2400",,,,,,,"62",",,X","47",",,X","  270",",,X","  270",",,X",,,"12.1",",,X","15.0",",,X","    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-06","4.25",",,W"," 1552",",,X"," 1523",",,W","0.00",",,X,2400",,,,,,,"68",",,X","50",",,X","  240",",,X","  280",",,X",,,"14.1",",,X","17.9",",,X","    1",",,X","    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-07","4.03",",,W"," 1440",",,X"," 1440",",,W","0.00",",,X,2400",,,,,,,"76",",,X","51",",,X","  260",",,X","  250",",,X",,,"15.0",",,X","17.0",",,X","    1",",,W",,,,,,,,,,,,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-08","6.04",",,W"," 1452",",,X"," 1632",",,W","0.00",",,X,2400",,,,,,,"66",",,X","53",",,X","  270",",,X","  280",",,X",,,"16.1",",,X","19.9",",,X","    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-09","2.91",",,W"," 1242",",,X"," 2303",",,W","0.00",",,X,2400",,,,,,,"72",",,X","49",",,X","   40",",,X","  320",",,X",,,"12.1",",,X","16.1",",,X","    1",",,W",,,,,,,,,"    1",",,W",,,,,,,,,"    1",",,X"
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-10","4.70",",,W"," 1439",",,X"," 1150",",,W","0.00",",,X,2400",,,,,,,"68",",,X","42",",,X","  270",",,X","  200",",,X",,,"13.0",",,X","19.9",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-11","4.25",",,W"," 1657",",,X"," 1729",",,W","0.00",",,X,2400",,,,,,,"73",",,X","47",",,X","  270",",,X","  280",",,X",,,"13.0",",,X","15.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-12","6.93",",,W"," 1750",",,X"," 0755",",,W","0.00",",,X,2400",,,,,,,"80",",,X","51",",,X","  270",",,X","   20",",,X",,,"15.0",",,X","23.0",",,X",,,,,,,,,,,,,,,,,,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-13","5.37",",,W"," 1530",",,X"," 1513",",,W","0.00",",,X,2400",,,,,,,"68",",,X","50",",,X","  250",",,X","  280",",,X",,,"14.1",",,X","21.9",",,X","    1",",,W","    1",",,X",,,,,,,"    1",",,W",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-14","6.93",",,W"," 1739",",,X"," 1738",",,W","0.00",",,X,2400",,,,,,,"62",",,X","50",",,X","  280",",,X","  290",",,X",,,"16.1",",,X","19.9",",,X","    1",",,X","    1",",,X",,,,,,,"    1",",,X",,,"    1",",,X",,,,,,
"USW00023174","LOS ANGELES INTERNATIONAL AIRPORT, CA US","33.93816","-118.3866","29.7","2011-02-15","4.70",",,W"," 1702",",,X"," 2013",",,W","0.05",",,X,2400",,,,,,,"64",",,X","55",",,X","  280",",,X","  190",",,X",,,"12.1",",,X","16.1",",,X","    1",",,W",,,,,,,,,"    1",",,X",,,"    1",",,X",,,"    1",",,X",,
